Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
20-12-2024,16:45,20-12-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"480,11",99489d8e-5acd-4622-8afc-de15a2d0febf
20-12-2024,16:45,20-12-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Koop 18 @ 26,6972 USD",,USD,"-480,55",USD,"-480,55",99489d8e-5acd-4622-8afc-de15a2d0febf
20-12-2024,16:44,20-12-2024,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Debitering,"1,0429",USD,"-18,26",USD,"0,00",15cbf75a-17d3-4657-9b4d-49d17c4bf843
20-12-2024,16:44,20-12-2024,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Creditering,,EUR,"17,51",EUR,"482,11",15cbf75a-17d3-4657-9b4d-49d17c4bf843
20-12-2024,16:44,20-12-2024,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Debitering,"1,0429",USD,"-456,50",USD,"18,26",15cbf75a-17d3-4657-9b4d-49d17c4bf843
20-12-2024,16:44,20-12-2024,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Creditering,,EUR,"437,72",EUR,"464,60",15cbf75a-17d3-4657-9b4d-49d17c4bf843
20-12-2024,16:44,20-12-2024,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"26,88",15cbf75a-17d3-4657-9b4d-49d17c4bf843
20-12-2024,16:44,20-12-2024,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,"Verkoop 4 @ 4,565 USD",,USD,"18,26",USD,"474,76",15cbf75a-17d3-4657-9b4d-49d17c4bf843
20-12-2024,16:44,20-12-2024,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,"Verkoop 100 @ 4,565 USD",,USD,"456,50",USD,"456,50",15cbf75a-17d3-4657-9b4d-49d17c4bf843
17-12-2024,17:17,16-12-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,69 EUR",,,,EUR,"28,88",
17-12-2024,17:17,16-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-4,69",EUR,"24,19",
16-12-2024,14:07,16-12-2024,PALO ALTO NETWORKS INC,US6974351057,"SPLIT AANPASSING: 18 Palo Alto Networks Inc @ 196,56 USD (US6974351057)",,USD,"-3538,08",USD,"0,00",
16-12-2024,14:07,16-12-2024,PALO ALTO NETWORKS INC,US6974351057,"SPLIT AANPASSING: 9 Palo Alto Networks Inc @ 393,12 USD (US6974351057)",,USD,"3538,08",USD,"3538,08",
14-12-2024,07:00,13-12-2024,,,Valuta Creditering,,EUR,"4,69",EUR,"28,88",
14-12-2024,07:00,13-12-2024,,,Valuta Debitering,"1,0527",USD,"-4,94",USD,"0,00",
13-12-2024,07:23,12-12-2024,MICROSOFT CORP,US5949181045,Dividend,,USD,"5,81",USD,"4,94",
13-12-2024,07:23,12-12-2024,MICROSOFT CORP,US5949181045,Dividendbelasting,,USD,"-0,87",USD,"-0,87",
13-12-2024,05:45,12-12-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 127,87 EUR",,,,EUR,"24,19",
13-12-2024,05:45,12-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"127,87",EUR,"152,06",
12-12-2024,11:15,11-12-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 860,72 EUR",,,,EUR,"24,19",
12-12-2024,11:15,11-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"860,72",EUR,"884,91",
12-12-2024,06:49,11-12-2024,,,Valuta Debitering,,EUR,"-127,87",EUR,"24,19",
12-12-2024,06:49,11-12-2024,,,Valuta Creditering,"1,0469",USD,"133,87",USD,"0,00",
11-12-2024,15:35,11-12-2024,SAMSARA INC (PRE-REINCORPORATION),US79589L1061,Valuta Creditering,"1,0481",USD,"900,00",USD,"-133,87",8eaaffd4-c0aa-420d-8c6e-2f0807e95dcf
11-12-2024,15:35,11-12-2024,SAMSARA INC (PRE-REINCORPORATION),US79589L1061,Valuta Debitering,,EUR,"-858,72",EUR,"152,06",8eaaffd4-c0aa-420d-8c6e-2f0807e95dcf
11-12-2024,15:35,11-12-2024,SAMSARA INC (PRE-REINCORPORATION),US79589L1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"1010,78",8eaaffd4-c0aa-420d-8c6e-2f0807e95dcf
11-12-2024,15:35,11-12-2024,SAMSARA INC (PRE-REINCORPORATION),US79589L1061,Koop 20 @ 45 USD,,USD,"-900,00",USD,"-1033,87",8eaaffd4-c0aa-420d-8c6e-2f0807e95dcf
06-12-2024,19:15,06-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1,30",EUR,"1012,78",
06-12-2024,19:15,06-12-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 1,3 EUR",,,,EUR,"1011,48",
06-12-2024,10:53,30-11-2024,,,Rente,,USD,"-0,13",USD,"-133,87",
06-12-2024,10:53,30-11-2024,,,Rente,,EUR,"-1,30",EUR,"1012,78",
05-12-2024,13:45,04-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1014,08",EUR,"1014,08",
05-12-2024,13:45,04-12-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1.014,08 EUR",,,,EUR,"2028,16",
04-12-2024,15:36,04-12-2024,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"1014,08",3d1ba42c-051d-42cd-bc04-4920da5e73ba
04-12-2024,15:36,04-12-2024,ALFEN NV,NL0012817175,"Verkoop 91 @ 11,32 EUR",,EUR,"1030,12",EUR,"1017,08",3d1ba42c-051d-42cd-bc04-4920da5e73ba
28-11-2024,14:45,27-11-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"2057,61",USD,"-133,74",
28-11-2024,14:45,27-11-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2.057,61 USD",,,,USD,"-2191,35",
27-11-2024,19:25,27-11-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"-13,04",ca570775-2ea5-4a0d-90a4-522db44db47a
27-11-2024,19:25,27-11-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,"Koop 3 @ 343,8 USD",,USD,"-1031,40",USD,"-133,74",ca570775-2ea5-4a0d-90a4-522db44db47a
27-11-2024,19:25,27-11-2024,PALO ALTO NETWORKS INC,US6974351057,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"-11,04",c15f98f9-37bd-4db4-b842-d472f9315419
27-11-2024,19:25,27-11-2024,PALO ALTO NETWORKS INC,US6974351057,"Koop 3 @ 386,65 USD",,USD,"-1159,95",USD,"897,66",c15f98f9-37bd-4db4-b842-d472f9315419
19-11-2024,11:45,18-11-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"3318,40",USD,"2057,61",
19-11-2024,11:45,18-11-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 3.318,4 USD",,,,USD,"-1260,79",
18-11-2024,12:40,18-11-2024,EUR/USD,EURUSD......,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-10,00",EUR,"-9,04",
18-11-2024,12:40,18-11-2024,EUR/USD,EURUSD......,Valuta Debitering,"1,0564",USD,"-8586,70",USD,"2057,61",
18-11-2024,12:40,18-11-2024,EUR/USD,EURUSD......,Valuta Creditering,,EUR,"8128,00",EUR,"0,96",
18-11-2024,11:30,18-11-2024,ASML HOLDING NV,NL0010273215,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"-8127,04",888b2c28-879e-4b7e-aa2f-bf96c267d872
18-11-2024,11:30,18-11-2024,ASML HOLDING NV,NL0010273215,Koop 1 @ 620 EUR,,EUR,"-620,00",EUR,"-8124,04",888b2c28-879e-4b7e-aa2f-bf96c267d872
18-11-2024,11:30,18-11-2024,ASML HOLDING NV,NL0010273215,Koop 1 @ 620 EUR,,EUR,"-620,00",EUR,"-7504,04",888b2c28-879e-4b7e-aa2f-bf96c267d872
18-11-2024,10:57,18-11-2024,ASM INTERNATIONAL NV,NL0000334118,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"-6884,04",eb3898cb-8c90-41aa-9a8d-6691ea7f22b3
18-11-2024,10:57,18-11-2024,ASM INTERNATIONAL NV,NL0000334118,Koop 1 @ 494 EUR,,EUR,"-494,00",EUR,"-6881,04",eb3898cb-8c90-41aa-9a8d-6691ea7f22b3
18-11-2024,10:57,18-11-2024,ASM INTERNATIONAL NV,NL0000334118,Koop 2 @ 494 EUR,,EUR,"-988,00",EUR,"-6387,04",eb3898cb-8c90-41aa-9a8d-6691ea7f22b3
18-11-2024,10:49,18-11-2024,EUR/USD,EURUSD......,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-10,00",EUR,"-5399,04",
18-11-2024,10:49,18-11-2024,EUR/USD,EURUSD......,Valuta Creditering,"1,0537",USD,"5268,30",USD,"10644,31",
18-11-2024,10:49,18-11-2024,EUR/USD,EURUSD......,Valuta Debitering,,EUR,"-5000,00",EUR,"-5389,04",
15-11-2024,14:16,14-11-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1.868,4 USD",,,,USD,"5376,01",
15-11-2024,14:16,14-11-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-1868,40",USD,"3507,61",
14-11-2024,15:38,14-11-2024,TRADE DESK INC CLASS A,US88339J1051,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"-389,04",1bf0f070-d69d-476f-9952-a96e9699ee6a
14-11-2024,15:38,14-11-2024,TRADE DESK INC CLASS A,US88339J1051,"Verkoop 15 @ 124,56 USD",,USD,"1868,40",USD,"5376,01",1bf0f070-d69d-476f-9952-a96e9699ee6a
08-11-2024,10:59,31-10-2024,,,Rente,,EUR,"-2,33",EUR,"-387,04",
08-11-2024,08:15,07-11-2024,ASML HOLDING NV,NL0010273215,Dividendbelasting,,EUR,"-1,37",EUR,"-384,71",
08-11-2024,08:15,07-11-2024,ASML HOLDING NV,NL0010273215,Dividend,,EUR,"9,12",EUR,"-383,34",
11-10-2024,09:15,10-10-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-3246,00",USD,"3507,61",
11-10-2024,09:15,10-10-2024,,,Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3.246 USD,,,,USD,"6753,61",
10-10-2024,19:42,10-10-2024,ALPHABET INC CLASS A,US02079K3059,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"-392,46",8c14c37b-32aa-43e2-8cc7-9007fc73e95a
10-10-2024,19:42,10-10-2024,ALPHABET INC CLASS A,US02079K3059,"Verkoop 20 @ 162,3 USD",,USD,"3246,00",USD,"3507,61",8c14c37b-32aa-43e2-8cc7-9007fc73e95a
06-10-2024,23:31,30-09-2024,,,Flatex Interest Income,,GBP,"0,00",GBP,"0,00",
06-10-2024,20:11,30-09-2024,,,Flatex Interest Income,,EUR,"0,00",EUR,"-390,46",
06-10-2024,14:30,30-09-2024,,,Flatex Interest Income,,USD,"0,00",USD,"261,61",
04-10-2024,18:44,30-09-2024,,,Rente,,EUR,"-2,16",EUR,"-390,46",
30-09-2024,13:30,27-09-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-3,40",USD,"261,61",
30-09-2024,13:30,27-09-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,4 USD",,,,USD,"265,01",
27-09-2024,06:15,26-09-2024,META PLATFORMS INC CLASS A,US30303M1027,Dividendbelasting,,USD,"-0,60",USD,"261,61",
27-09-2024,06:15,26-09-2024,META PLATFORMS INC CLASS A,US30303M1027,Dividend,,USD,"4,00",USD,"262,21",
18-09-2024,10:45,17-09-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,4 USD",,,,USD,"258,21",
18-09-2024,10:45,17-09-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-3,40",USD,"254,81",
17-09-2024,07:13,16-09-2024,ALPHABET INC CLASS A,US02079K3059,Dividendbelasting,,USD,"-0,60",USD,"258,21",
17-09-2024,07:13,16-09-2024,ALPHABET INC CLASS A,US02079K3059,Dividend,,USD,"4,00",USD,"258,81",
16-09-2024,11:15,13-09-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,46 USD",,,,USD,"254,81",
16-09-2024,11:15,13-09-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-4,46",USD,"250,35",
13-09-2024,07:21,12-09-2024,MICROSOFT CORP,US5949181045,Dividend,,USD,"5,25",USD,"254,81",
13-09-2024,07:21,12-09-2024,MICROSOFT CORP,US5949181045,Dividendbelasting,,USD,"-0,79",USD,"249,56",
05-09-2024,10:45,04-09-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 3,25 USD",,,,USD,"250,35",
05-09-2024,10:45,04-09-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"3,25",USD,"253,60",
04-09-2024,15:45,31-08-2024,,,Rente,,USD,"-3,25",USD,"250,35",
04-09-2024,15:45,31-08-2024,,,Rente,,EUR,"-0,40",EUR,"-388,30",
29-08-2024,16:30,29-08-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.000 EUR,,,,EUR,"-387,90",
29-08-2024,16:30,29-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1000,00",EUR,"612,10",
29-08-2024,09:30,28-08-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 253,6 USD",,,,USD,"253,60",
29-08-2024,09:30,28-08-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-253,60",USD,"0,00",
29-08-2024,09:30,28-08-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 18,86 EUR",,,,EUR,"-387,90",
29-08-2024,09:30,28-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"18,86",EUR,"-369,04",
29-08-2024,05:10,28-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"-387,90",
29-08-2024,05:10,28-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-1387,90",
28-08-2024,15:39,28-08-2024,TRADE DESK INC CLASS A,US88339J1051,Valuta Creditering,"1,1094",USD,"1556,25",USD,"253,60",2add8c6b-a943-43d2-aae2-9b2882772328
28-08-2024,15:39,28-08-2024,TRADE DESK INC CLASS A,US88339J1051,Valuta Debitering,,EUR,"-1402,76",EUR,"-387,90",2add8c6b-a943-43d2-aae2-9b2882772328
28-08-2024,15:39,28-08-2024,TRADE DESK INC CLASS A,US88339J1051,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"1014,86",2add8c6b-a943-43d2-aae2-9b2882772328
28-08-2024,15:39,28-08-2024,TRADE DESK INC CLASS A,US88339J1051,"Koop 15 @ 103,75 USD",,USD,"-1556,25",USD,"-1302,65",2add8c6b-a943-43d2-aae2-9b2882772328
28-08-2024,15:36,28-08-2024,TRADE DESK INC CLASS A,US88339J1051,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"1016,86",04bb5e2a-43aa-44f2-9c61-f07d7b85520f
28-08-2024,15:36,28-08-2024,TRADE DESK INC CLASS A,US88339J1051,"Verkoop 15 @ 103,84 USD",,USD,"1557,60",USD,"253,60",04bb5e2a-43aa-44f2-9c61-f07d7b85520f
28-08-2024,10:45,28-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"1018,86",
19-08-2024,11:54,16-08-2024,INVITAE CORP,US46185L1035,DELISTING: Verkoop 540 @ 0 USD,,USD,"0,00",USD,"-1304,00",
16-08-2024,11:45,15-08-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 4 EUR,,,,EUR,"18,86",
16-08-2024,11:45,15-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"4,00",EUR,"22,86",
15-08-2024,22:45,15-08-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 22,86 EUR",,,,EUR,"18,86",
15-08-2024,22:45,15-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-22,86",EUR,"-4,00",
15-08-2024,17:14,15-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"18,86",329bb01b-b672-4b65-9aff-2638de761bc5
15-08-2024,17:14,15-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Koop 40 @ 15,87 USD",,USD,"-634,80",USD,"-1304,00",329bb01b-b672-4b65-9aff-2638de761bc5
15-08-2024,17:13,15-08-2024,DRAFTKINGS INC CLASS A,US26142V1052,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"20,86",1a40f2e7-49f3-4075-b9e6-fb22ada04054
15-08-2024,17:13,15-08-2024,DRAFTKINGS INC CLASS A,US26142V1052,"Koop 20 @ 33,46 USD",,USD,"-669,20",USD,"-669,20",1a40f2e7-49f3-4075-b9e6-fb22ada04054
15-08-2024,07:34,14-08-2024,AMG CRITICAL MATERIALS NV,NL0000888691,Dividendbelasting,,EUR,"-4,20",EUR,"22,86",
15-08-2024,07:34,14-08-2024,AMG CRITICAL MATERIALS NV,NL0000888691,Dividend,,EUR,"28,00",EUR,"27,06",
09-08-2024,17:00,09-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1000,00",EUR,"-0,94",
09-08-2024,17:00,09-08-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.000 EUR,,,,EUR,"-1000,94",
09-08-2024,05:11,08-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"-0,94",
09-08-2024,05:11,08-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-1000,94",
08-08-2024,12:30,07-08-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 4.200 EUR,,,,EUR,"-0,94",
08-08-2024,12:30,07-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"4200,00",EUR,"4199,06",
08-08-2024,08:01,07-08-2024,ASML HOLDING NV,NL0010273215,Dividend,,EUR,"6,08",EUR,"-0,94",
08-08-2024,08:01,07-08-2024,ASML HOLDING NV,NL0010273215,Dividendbelasting,,EUR,"-0,91",EUR,"-7,02",
07-08-2024,18:31,06-08-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 11,5 USD",,,,USD,"0,00",
07-08-2024,18:31,06-08-2024,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"11,50",USD,"11,50",
07-08-2024,18:30,06-08-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.800 EUR,,,,EUR,"-6,11",
07-08-2024,18:30,06-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1800,00",EUR,"1793,89",
07-08-2024,16:58,07-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"-6,11",
07-08-2024,15:34,07-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,Valuta Creditering,"1,0899",USD,"1202,75",USD,"0,00",9237fbae-3854-464b-8390-36ae2473e846
07-08-2024,15:34,07-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,Valuta Debitering,,EUR,"-1103,57",EUR,"-1006,11",9237fbae-3854-464b-8390-36ae2473e846
07-08-2024,15:34,07-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"97,46",9237fbae-3854-464b-8390-36ae2473e846
07-08-2024,15:34,07-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,"Koop 5 @ 240,55 USD",,USD,"-1202,75",USD,"-1202,75",9237fbae-3854-464b-8390-36ae2473e846
07-08-2024,11:42,06-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"99,46",
07-08-2024,11:42,06-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-900,54",
07-08-2024,11:41,06-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"99,46",
07-08-2024,11:41,06-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-900,54",
07-08-2024,10:50,06-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"99,46",
07-08-2024,10:50,06-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-900,54",
07-08-2024,10:41,06-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"99,46",
07-08-2024,10:41,06-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-900,54",
07-08-2024,10:41,06-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"99,46",
07-08-2024,10:41,06-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-900,54",
07-08-2024,10:30,06-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"99,46",
07-08-2024,10:30,06-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-900,54",
07-08-2024,05:15,06-08-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.800 EUR,,,,EUR,"99,46",
07-08-2024,05:15,06-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1800,00",EUR,"1899,46",
06-08-2024,10:34,06-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"99,46",
06-08-2024,10:02,06-08-2024,ASML HOLDING NV,NL0010273215,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"-900,54",0ae053ca-7fac-436d-a99a-ade04a9ab2c3
06-08-2024,10:02,06-08-2024,ASML HOLDING NV,NL0010273215,Koop 1 @ 767 EUR,,EUR,"-767,00",EUR,"-897,54",0ae053ca-7fac-436d-a99a-ade04a9ab2c3
06-08-2024,06:44,05-08-2024,,,Valuta Creditering,,EUR,"10,47",EUR,"-130,54",
06-08-2024,06:44,05-08-2024,,,Valuta Debitering,"1,0979",USD,"-11,50",USD,"0,00",
05-08-2024,17:29,05-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,Valuta Creditering,"1,0942",USD,"708,89",USD,"11,50",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:29,05-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,Valuta Debitering,,EUR,"-647,89",EUR,"-141,01",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:29,05-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,Valuta Creditering,"1,0942",USD,"501,41",USD,"-697,39",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:29,05-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,Valuta Debitering,,EUR,"-458,26",EUR,"506,88",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:29,05-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"965,14",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:29,05-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Koop 41 @ 17,29 USD",,USD,"-708,89",USD,"-1198,80",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:29,05-08-2024,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Koop 29 @ 17,29 USD",,USD,"-501,41",USD,"-489,91",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:23,05-08-2024,ISHARES MSCI INDIA UCITS USD (ACC) ETF,IE00BZCQB185,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"967,14",5f6b88b0-0a06-4fdd-8e8c-60a565f01693
05-08-2024,17:23,05-08-2024,ISHARES MSCI INDIA UCITS USD (ACC) ETF,IE00BZCQB185,"Koop 200 @ 8,95 EUR",,EUR,"-1790,00",EUR,"970,14",5f6b88b0-0a06-4fdd-8e8c-60a565f01693
05-08-2024,17:21,05-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,Valuta Creditering,"1,0940",USD,"1322,70",USD,"11,50",86cff33e-65c4-4f44-a4f7-5a21a94d6324
05-08-2024,17:21,05-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,Valuta Debitering,,EUR,"-1209,10",EUR,"2760,14",86cff33e-65c4-4f44-a4f7-5a21a94d6324
05-08-2024,17:21,05-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3969,24",86cff33e-65c4-4f44-a4f7-5a21a94d6324
05-08-2024,17:21,05-08-2024,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,"Koop 6 @ 220,45 USD",,USD,"-1322,70",USD,"-1311,20",86cff33e-65c4-4f44-a4f7-5a21a94d6324
05-08-2024,17:21,05-08-2024,ASM INTERNATIONAL NV,NL0000334118,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"3971,24",0e5885d0-7e26-4eca-839c-d00a2f0c929e
05-08-2024,17:21,05-08-2024,ASM INTERNATIONAL NV,NL0000334118,Koop 1 @ 546 EUR,,EUR,"-546,00",EUR,"3974,24",0e5885d0-7e26-4eca-839c-d00a2f0c929e
05-08-2024,17:21,05-08-2024,ASM INTERNATIONAL NV,NL0000334118,Koop 1 @ 546 EUR,,EUR,"-546,00",EUR,"4520,24",0e5885d0-7e26-4eca-839c-d00a2f0c929e
05-08-2024,17:07,05-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"5066,24",
05-08-2024,17:06,05-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"4066,24",
05-08-2024,17:06,05-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"3066,24",
05-08-2024,17:05,05-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"2066,24",
05-08-2024,17:05,05-08-2024,,,Reservation iDEAL,,EUR,"1000,00",EUR,"1066,24",
02-08-2024,12:21,01-08-2024,,,iDEAL Deposit,,EUR,"1000,00",EUR,"66,24",
02-08-2024,12:21,01-08-2024,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-933,76",
02-08-2024,12:20,01-08-2024,,,iDEAL Deposit,,EUR,"800,00",EUR,"66,24",
02-08-2024,12:20,01-08-2024,,,Reservation iDEAL,,EUR,"-800,00",EUR,"-733,76",
